component_name,cultivar_name,harvest_yield,humidity_rh,temperature_c,vapor_pressure_deficit,co2_ppm,fan_intensity,light_intensity,light_on_minutes,irrigation_minutes,grow_room
Butterhead,Fairly,23.203,65.6792307692307,21.2530769230769,0.866918534920189,1141.45454545454,254.0,228.0,22.0,29.75,Grow_2
Red Oakleaf,3SX3806,23.204,75.5155468341182,21.3156070120355,0.621985938863977,1186.85714285714,254.0,255.0,51.0,51.0,Grow_5
Curly Iceberg,Cristabel,23.21,63.9795245726495,22.5946661324786,0.987932319686938,1095.18808275058,254.0,223.375,57.416667,60.0,Grow_3
Curly Iceberg,Cristabel,23.216,65.8145479082321,23.3876282051282,0.983563769407292,1069.62841982578,254.0,228.0,56.789474,60.0,Grow_3
Curly Iceberg,Cristabel,23.217,61.2729993252361,22.3257118758434,1.04434124642774,1016.60783952889,254.0,228.0,56.947368,60.0,Grow_3
Curly Iceberg,Cristabel,23.232,58.9458333333333,21.9399999999999,1.08176869796073,1041.73504273504,254.0,228.0,40.666667,60.0,Grow_3
Butterhead,Fairly,23.247,62.8653545787545,23.6022578754578,1.0851350077264,1187.58717948717,254.0,228.0,46.0,58.2,Grow_5
Curly Iceberg,Cristabel,23.251,63.4045860042735,21.5110870726495,0.939610011296433,1192.31956585081,254.0,223.375,57.458333,60.0,Grow_4
Curly Iceberg,Cristabel,23.278,68.7463866396761,21.2797705802968,0.790796717184275,1069.62841982578,254.0,228.0,56.789474,60.0,Grow_3
Butterhead,Fairly,23.28,68.9301251526251,21.8317979242979,0.8127162904914,1070.25122100122,254.0,228.0,56.952381,60.0,Grow_3
Curly Iceberg,Cristabel,23.285,66.469481074481,21.2326709401709,0.846749409785068,1091.2435064935,254.0,222.714286,59.52381,60.0,Grow_5
Curly Iceberg,Cristabel,23.294,53.336406882591,22.4495074224021,1.26822039206457,1191.86936572199,254.0,228.0,56.789474,60.0,Grow_5
Curly Iceberg,Cristabel,23.301,55.9692592592592,22.1693376068376,1.17628043084191,1088.14636752136,254.0,228.0,59.944444,60.0,Grow_4
Butterhead,Fairly,23.302,61.6629231879231,21.726731046731,0.997022045102737,1189.71764346764,254.0,228.0,56.952381,59.952381,Grow_5
Butterhead,Fairly,23.302,64.3930128205128,21.9647496947496,0.939670593133523,1105.89022089022,254.0,228.0,57.238095,60.0,Grow_5
Butterhead,Fairly,23.303,65.7566634615384,22.8423012820512,0.954230187429961,1061.64921328671,254.0,228.0,57.0,59.85,Grow_1
Curly Iceberg,Cristabel,23.313,61.2402645502645,22.937619047619,1.08731796522649,1179.88461538461,254.0,215.666667,52.555556,53.888889,Grow_4
Butterhead,Fairly,23.319,64.2777808302808,23.5232356532356,1.036197242752,1030.09987234987,254.0,228.0,56.952381,60.0,Grow_2
Butterhead,Fairly,23.322,62.5830769230769,22.0223076923076,0.990623609737507,1035.41666666666,254.0,228.0,20.0,29.75,Grow_2
Curly Iceberg,Cristabel,23.336,58.7736276223776,22.9636101398601,1.16727133612771,1071.27341597796,254.0,222.954545,57.136364,59.863636,Grow_1
Butterhead,Fairly,23.341,63.1048962148962,23.1191391941391,1.04456470695208,1241.92138417138,254.0,228.0,56.761905,59.952381,Grow_5
Curly Iceberg,Cristabel,23.351,64.2932986111111,23.0329407051282,1.00582691270655,1068.57619463869,254.0,223.375,57.458333,60.0,Grow_3
Curly Iceberg,Cristabel,23.36,60.5563888888888,21.9088888888888,1.03710506893341,1126.87121212121,254.0,228.0,60.0,52.666667,Grow_2
Butterhead,Fairly,23.372,65.6248107448107,22.6377716727716,0.946350743926435,1091.2435064935,254.0,228.0,58.857143,60.0,Grow_5
Curly Iceberg,Cristabel,23.378,66.3336854811854,22.6687271062271,0.927441315166009,1170.63199300699,254.0,222.954545,56.954545,60.0,Grow_4
Green Romaine,Green Forest,23.378,72.6319280078895,21.4344822485207,0.699575972158338,1096.03379953379,254.0,238.0,55.307692,59.846154,Grow_5
Butterhead,Fairly,23.389,55.915625,21.97625,1.16391508755688,1106.48295454545,254.0,228.0,45.25,58.75,Grow_5
Curly Iceberg,Cristabel,23.405,57.8269043803418,22.5293482905982,1.15146982613967,1174.03877719502,254.0,223.375,57.416667,60.0,Grow_4
Butterhead,Fairly,23.409,69.405935143288,23.1989781297134,0.870405951724402,1155.51566570684,254.0,228.0,56.529412,59.882353,Grow_2
Butterhead,Fairly,23.41,62.458782051282,23.2743223443223,1.07299604746328,1128.10822510822,254.0,228.0,51.428571,59.571429,Grow_2
Curly Iceberg,Cristabel,23.416,67.5752670940171,22.3262767094017,0.874884154839831,1142.51578282828,254.0,223.375,57.416667,60.0,Grow_2
Butterhead,Fairly,23.428,59.3042643467643,22.915525030525,1.13767760227123,1082.44907869907,254.0,228.0,57.0,60.0,Grow_4
Butterhead,Fairly,23.43,65.7619108669108,22.8971153846153,0.956114280771499,1086.06191031191,254.0,228.0,56.952381,60.0,Grow_4
Curly Iceberg,Cristabel,23.439,54.4829183535762,21.9188360323886,1.19751293420269,1191.86936572199,254.0,228.0,56.789474,60.0,Grow_5
Butterhead,Fairly,23.442,65.6863888888888,23.2427777777777,0.97871168992361,1098.87872960372,254.0,228.0,49.333333,59.333333,Grow_4
Red Oakleaf,3SX3806,23.448,63.1648931623931,22.7193269230769,1.01853229813436,1190.51731254856,254.0,255.0,57.458333,60.0,Grow_4
Curly Iceberg,Cristabel,23.449,59.2449172008547,22.130547542735,1.0868413169839,1074.5724067599,254.0,223.375,57.416667,60.0,Grow_3
Curly Iceberg,Cristabel,23.463,63.6555208333333,22.9758573717948,1.02021963155942,1093.86783702408,254.0,223.375,57.25,60.0,Grow_4
Butterhead,Fairly,23.472,54.9413904151404,21.810757020757,1.17769957938568,1205.92141747141,254.0,228.0,56.952381,59.952381,Grow_5
Curly Iceberg,Cristabel,23.485,61.1417521367521,23.1302390491453,1.10185216703198,1098.77301864801,254.0,223.375,57.416667,60.0,Grow_4
Curly Iceberg,Cristabel,23.485,65.9742628205128,23.1424572649572,0.964930732076897,1098.77301864801,254.0,223.375,57.458333,60.0,Grow_4
Butterhead,Fairly,23.502,57.4386721611721,22.161336996337,1.13640559202302,1193.96964146964,254.0,228.0,57.0,60.0,Grow_4
Butterhead,Fairly,23.505,66.3616666666666,23.2694642857142,0.960532997345576,1240.4053030303,254.0,228.0,58.5,32.5,Grow_5
Butterhead,Fairly,23.509,58.2949914295106,22.878072602611,1.1636003017828,1016.76877289377,254.0,228.0,54.461538,59.230769,Grow_3
Butterhead,Fairly,23.514,63.2595291112396,22.0340697898592,0.974292973044617,1076.53354540196,254.0,228.0,56.263158,60.0,Grow_4
Butterhead,Fairly,23.535,68.2805036630036,22.9284859584859,0.887716667416424,1070.70024420024,254.0,228.0,57.190476,60.0,Grow_3
Butterhead,Fairly,23.536,56.1490537240537,22.7985561660561,1.21714357636989,1071.17099567099,254.0,228.0,57.190476,60.0,Grow_3
Curly Iceberg,Cristabel,23.542,66.3403846153846,22.8694257478632,0.938332722612546,1076.09438131313,254.0,223.375,57.416667,60.0,Grow_3
Curly Iceberg,Cristabel,23.547,64.4931143162393,22.7580555555555,0.983903595705851,1083.20170454545,254.0,223.375,57.458333,60.0,Grow_3
Curly Iceberg,Cristabel,23.56,55.7641533119658,22.2369257478632,1.1869806611983,1030.32702020202,254.0,223.375,57.416667,60.0,Grow_3
Green Romaine,Green Forest,23.561,66.0324182692307,22.9670913461538,0.954831330354627,1092.36931818181,254.0,238.0,52.375,59.625,Grow_1
Curly Iceberg,Cristabel,23.568,65.3442094017094,22.360422008547,0.936616477326702,1129.91744366744,254.0,223.375,57.458333,60.0,Grow_2
Curly Iceberg,Cristabel,23.571,68.14,22.3058333333333,0.858187290250957,1014.25,254.0,228.0,20.0,60.0,Grow_3
Butterhead,Fairly,23.584,65.4914682539682,21.9600854700854,0.913421563016878,1193.41758241758,254.0,228.0,57.190476,60.0,Grow_4
Curly Iceberg,Cristabel,23.594,68.7222756410256,22.93359508547,0.876354140842893,1091.69089937839,254.0,223.375,57.416667,60.0,Grow_5
Butterhead,Fairly,23.597,60.889655067155,21.2324801587301,0.986673292537167,1076.68672993673,254.0,228.0,57.190476,60.0,Grow_4
Butterhead,Fairly,23.602,61.0910520833333,22.709178030303,1.0737173494683,1045.52809343434,254.0,228.0,52.0,59.375,Grow_2
Butterhead,Fairly,23.609,66.895,22.8192857142857,0.919946763548221,1043.16666666666,254.0,203.0,20.0,29.75,Grow_1
Curly Iceberg,Cristabel,23.629,63.4387423687423,23.3875335775335,1.05210285379092,1137.1693029193,254.0,222.714286,56.857143,59.952381,Grow_1
Curly Iceberg,Cristabel,23.63,67.5889182692307,21.2050267094017,0.822207413246959,1204.05014083139,254.0,223.375,57.416667,60.0,Grow_4
Curly Iceberg,Cristabel,23.642,65.5647523310023,22.8215064102564,0.957114573244534,1155.80787772833,254.0,222.954545,57.227273,59.863636,Grow_2
Curly Iceberg,Cristabel,23.645,58.0462545787545,23.0425824175824,1.18509687690518,1080.1456043956,254.0,212.142857,51.285714,59.571429,Grow_3
Butterhead,Fairly,23.647,55.8442080208151,21.8446985289842,1.15564248122807,1220.46263855192,254.0,228.0,57.190476,60.0,Grow_4
Curly Iceberg,Cristabel,23.649,65.4469444444444,21.6820634920634,0.896841621111698,1193.02777777777,254.0,228.0,40.333333,58.0,Grow_4
Curly Iceberg,Cristabel,23.658,66.5846538461538,23.5885085470085,0.973875248701254,1044.38776223776,254.0,220.6,55.866667,59.866667,Grow_1
Curly Iceberg,Cristabel,23.667,59.4292881944444,22.4235563568376,1.10070807186871,1063.58874805749,254.0,223.375,57.458333,60.0,Grow_2
Butterhead,Fairly,23.682,60.7439743589743,23.3996581196581,1.1301655616855,1153.76787101787,254.0,228.0,56.952381,60.0,Grow_2
Curly Iceberg,Cristabel,23.683,65.226672008547,22.2295405982905,0.932870264859803,1208.26260198135,254.0,223.375,57.416667,60.0,Grow_4
Curly Iceberg,Cristabel,23.693,63.0408119658119,22.5208547008547,1.010422640518,1028.89743589743,254.0,228.0,43.0,60.0,Grow_3
Curly Iceberg,Cristabel,23.703,69.4693322649572,22.0357585470085,0.809788139669063,1007.27316433566,254.0,223.375,57.458333,60.0,Grow_3
Curly Iceberg,Cristabel,23.705,56.2403819444444,21.9910603632478,1.15644005417838,1208.85079156954,254.0,223.375,57.416667,60.0,Grow_4
Butterhead,Fairly,23.707,63.1181074481074,23.6473885836385,1.07952858639702,1094.24994449994,254.0,228.0,57.238095,60.0,Grow_3
Curly Iceberg,Cristabel,23.717,66.0491729323308,23.0552188162714,0.957931647449456,1093.83333333333,254.0,228.0,57.789474,60.0,Grow_1
Curly Iceberg,Cristabel,23.717,66.8794028340081,23.5966295546558,0.964911976643176,1027.02272727272,254.0,228.0,56.789474,60.0,Grow_3
Curly Iceberg,Cristabel,23.717,66.3782017543859,22.8565013495276,0.936468263958285,1091.99696356275,254.0,228.0,56.789474,60.0,Grow_4
Curly Iceberg,Cristabel,23.717,58.488952991453,23.2056810897435,1.18121554500573,1097.96542346542,254.0,223.375,57.458333,60.0,Grow_4
Butterhead,Fairly,23.719,65.9690293040293,22.659133089133,0.936970616193145,1134.47582972582,254.0,228.0,57.0,60.0,Grow_2
Curly Iceberg,Cristabel,23.721,63.5400694444444,22.3931436965811,0.988035472767196,1213.15423465423,254.0,223.375,57.458333,60.0,Grow_4
Curly Iceberg,Cristabel,23.723,65.5452911324786,22.306298076923,0.928824116990851,1086.24936868686,254.0,223.375,57.416667,60.0,Grow_3
Curly Iceberg,Cristabel,23.725,60.5499572649572,23.0231543803418,1.11018717718646,1204.66846348096,254.0,223.375,57.416667,60.0,Grow_4
Curly Iceberg,Cristabel,23.729,66.0623584401709,22.5896607905982,0.931068603910112,1028.12068764568,254.0,223.375,57.416667,60.0,Grow_3
Butterhead,Fairly,23.73,64.6237698412698,22.2106593406593,0.947649222902073,1083.50924075924,254.0,228.0,57.190476,60.0,Grow_4
Butterhead,Fairly,23.744,67.7112148962149,23.0818498168498,0.911932258679854,1151.50111000111,254.0,228.0,57.0,60.0,Grow_2
Butterhead,Fairly,23.759,52.7695909645909,24.5347649572649,1.63059878649214,1210.13489288489,254.0,228.0,57.190476,60.0,Grow_4
Curly Iceberg,Cristabel,23.762,55.5202110042735,22.738234508547,1.23011955434985,1030.15054390054,254.0,223.375,57.416667,60.0,Grow_3
Curly Iceberg,Cristabel,23.763,66.6270566239316,23.4052003205128,0.961192360787045,1098.24728049728,254.0,223.375,57.458333,60.0,Grow_5
Curly Iceberg,Cristabel,23.765,69.10825,21.8459134615384,0.813266661549646,1121.58248834498,254.0,222.45,55.6,60.0,Grow_5
Curly Iceberg,Cristabel,23.772,56.7367582417582,23.3851923076923,1.24546603205099,1104.22943722943,254.0,212.142857,51.142857,59.714286,Grow_1
Curly Iceberg,Cristabel,23.773,64.1221428571428,21.8568749999999,0.940344251838903,1140.94444444444,254.0,228.0,27.0,48.0,Grow_1
Curly Iceberg,Cristabel,23.778,60.355219017094,22.9193002136752,1.10901834626841,1093.86783702408,254.0,223.375,57.458333,60.0,Grow_4
Butterhead,Fairly,23.779,55.6958705128205,22.0960333333333,1.17916003296985,1116.42196969696,254.0,228.0,53.6,59.6,Grow_5
Curly Iceberg,Cristabel,23.78,61.2799912587412,22.5483706293706,1.05858226876017,1170.63199300699,254.0,222.954545,56.909091,60.0,Grow_4
Curly Iceberg,Cristabel,23.784,70.1138888888888,20.8616666666666,0.737162922530316,1196.72222222222,254.0,228.0,42.333333,50.0,Grow_5
Butterhead,Fairly,23.787,60.8695634920634,22.8310927960927,1.08835355736275,1088.34218559218,254.0,228.0,57.190476,60.0,Grow_3
Curly Iceberg,Cristabel,23.791,62.7878036437246,22.0170850202429,0.98538640802662,1180.24619678567,254.0,228.0,56.947368,60.0,Grow_4
Curly Iceberg,Cristabel,23.793,65.7783333333333,22.4625,0.930619860798408,1056.08333333333,254.0,228.0,20.0,60.0,Grow_1
Butterhead,Fairly,23.806,61.9553998778998,24.3007875457875,1.15602658366976,1088.04637584637,254.0,228.0,57.190476,60.0,Grow_4
Curly Iceberg,Cristabel,23.809,65.9030769230769,23.1816595441595,0.969581719873872,1022.18842268842,254.0,215.666667,53.222222,59.666667,Grow_3
Curly Iceberg,Cristabel,23.809,65.204173076923,22.9878525641025,0.978615725789442,1077.04166666666,254.0,216.9,53.9,59.5,Grow_3
Red Oakleaf,3SX3806,23.81,59.7973103632478,22.5981704059829,1.10422985939321,1092.59241452991,254.0,255.0,57.5,60.0,Grow_4
Curly Iceberg,Cristabel,23.853,66.5916346153846,23.6501014957264,0.97491255104451,1013.67594211344,254.0,223.375,57.25,60.0,Grow_3
Butterhead,Fairly,23.856,67.1442246642246,23.0214621489621,0.924326256463332,1074.94708069708,254.0,228.0,56.952381,60.0,Grow_3
Curly Iceberg,Cristabel,23.863,64.6097073578595,23.2310897435897,1.00938862717157,1106.11021587108,254.0,228.0,59.73913,60.0,Grow_2
Butterhead,Fairly,23.87,63.463959096459,22.8748534798534,1.01878730623005,1094.05081030081,254.0,228.0,56.952381,60.0,Grow_3
Curly Iceberg,Cristabel,23.871,66.0025,22.3558333333333,0.918551404195371,1053.91666666666,254.0,228.0,20.0,60.0,Grow_3
Curly Iceberg,Cristabel,23.877,62.6815384615384,22.5389983974358,1.02372295049766,1137.47756410256,254.0,214.125,52.375,59.875,Grow_1
Red Oakleaf,3SX3806,23.882,63.2596344627594,22.9899384030321,1.03201089652229,1199.34977464664,254.0,255.0,57.5,58.625,Grow_5
Green Romaine,Green Forest,23.883,67.6976858974358,23.032673076923,0.910552934201017,1182.49102564102,254.0,238.0,53.9,59.6,Grow_4
Curly Iceberg,Cristabel,23.89,66.7609989316239,21.9008413461538,0.875071173154963,1196.64527486402,254.0,223.375,57.458333,60.0,Grow_4
Curly Iceberg,Cristabel,23.895,62.9529567307692,21.7787954059829,0.967145725934829,1180.34957750582,254.0,223.375,57.416667,60.0,Grow_4
Curly Iceberg,Cristabel,23.897,53.4400512820512,21.957907051282,1.22836369333002,1183.78808275058,254.0,222.45,56.95,58.3,Grow_5
Butterhead,Fairly,23.9,65.1764102564102,22.6554594017093,0.958546700070603,1196.53611111111,254.0,228.0,49.5,59.666667,Grow_5
Curly Iceberg,Cristabel,23.909,65.9314529914529,22.9014476495726,0.951740644537848,1038.2094017094,254.0,223.375,57.458333,60.0,Grow_3
Butterhead,Fairly,23.911,58.3418685897435,22.1220128205128,1.1097694141378,1068.42202797202,254.0,228.0,59.8,60.0,Grow_3
Butterhead,Fairly,23.911,68.4410134310134,22.3929822954822,0.855886918197174,1026.8403096903,254.0,228.0,57.0,60.0,Grow_3
Butterhead,Fairly,23.916,66.1594869505494,22.4358408882783,0.919256005527705,1062.83333333333,254.0,228.0,42.75,59.75,Grow_1
Curly Iceberg,Cristabel,23.916,65.8392368742368,23.1209126984127,0.968645950197775,1038.51648351648,254.0,222.714286,59.619048,60.0,Grow_1
Curly Iceberg,Cristabel,23.925,65.4899871794871,23.2126153846153,0.983758556192997,1185.61893939393,254.0,216.9,53.8,59.6,Grow_4
Red Oakleaf,3SX3806,23.929,61.7774375,23.3599791666666,1.09778989929378,1123.2203525641,254.0,255.0,52.125,56.125,Grow_5
Red Oakleaf,3SX3806,23.933,62.1280502136752,25.0932238247863,1.20854110794262,1034.57697163947,254.0,255.0,57.458333,60.0,Grow_2
Red Oakleaf,3SX3806,23.945,66.7100498575498,23.1198896011396,0.943303788665053,1054.23815073815,254.0,255.0,53.222222,59.666667,Grow_1
Butterhead,Fairly,23.945,67.6099786324786,22.9228571428571,0.906728291261802,1146.28887778887,254.0,228.0,57.190476,60.0,Grow_2
Butterhead,Fairly,23.946,60.0388247863248,21.5388339438339,1.02725928083815,1075.71847596847,254.0,228.0,57.190476,60.0,Grow_4
Curly Iceberg,Cristabel,23.948,64.4528846153846,23.1186666666666,1.008660200708,1093.83333333333,254.0,222.45,54.85,60.0,Grow_1
Curly Iceberg,Cristabel,23.951,63.0378846153846,21.433782051282,0.944073821897515,1041.90512820512,254.0,228.0,57.0,60.0,Grow_1
Curly Iceberg,Cristabel,23.971,62.2856677350427,23.4751469017094,1.09106666439065,1083.36681235431,254.0,223.375,57.416667,60.0,Grow_3
Butterhead,Fairly,23.974,62.7908651665794,22.8722510029652,1.03738685239491,1241.15695415695,254.0,228.0,57.047619,59.952381,Grow_5
Butterhead,Fairly,23.983,65.7218010455153,23.3616091738948,0.984322229678795,1063.5663077663,254.0,228.0,57.190476,60.0,Grow_3
Curly Iceberg,Cristabel,23.984,68.5452083333333,23.0996446886446,0.889865596006442,1125.20378787878,254.0,222.45,56.65,59.75,Grow_5
Butterhead,Fairly,23.991,53.8825793650793,22.6697374847374,1.26989712959836,1102.06204906204,254.0,228.0,57.238095,60.0,Grow_4
Butterhead,Fairly,24.005,64.6679578754578,23.6755372405372,1.0339988763151,1030.68717393717,254.0,228.0,57.190476,60.0,Grow_2
Butterhead,Fairly,24.025,54.2283485958486,22.7781471306471,1.2688995847938,1220.50043290043,254.0,228.0,57.190476,60.0,Grow_4
Butterhead,Fairly,24.026,65.0431033182503,22.6594457013574,0.962107029405893,1115.67815028109,254.0,228.0,57.588235,60.0,Grow_1
Curly Iceberg,Cristabel,24.034,64.9470058760683,22.2748744658119,0.943059326672563,1213.15423465423,254.0,223.375,57.458333,60.0,Grow_4
Butterhead,Fairly,24.051,67.5665201465201,22.103721001221,0.863377883549172,1022.18736818736,254.0,228.0,57.0,60.0,Grow_3
Butterhead,Fairly,24.061,52.7695909645909,22.981459096459,1.33887479977809,1071.17099567099,254.0,228.0,56.952381,60.0,Grow_3
Butterhead,Fairly,24.065,68.5296306471306,22.9206257631257,0.880057067483823,1083.87556332556,254.0,228.0,56.952381,60.0,Grow_3
Curly Iceberg,Cristabel,24.067,69.305,23.2741666666666,0.876761050493015,1166.5,254.0,228.0,60.0,58.0,Grow_1
Curly Iceberg,Cristabel,24.08,58.42875,22.05,1.102469348447,1248.75,254.0,228.0,20.0,46.0,Grow_5
Butterhead,Fairly,24.081,67.600741583813,21.9901037851037,0.85797366416166,1219.39359093287,254.0,228.0,57.190476,60.0,Grow_4
Butterhead,Fairly,24.096,65.4887954059829,22.0424145299145,0.916822066115222,1164.72649572649,254.0,228.0,57.458333,60.0,Grow_4
Butterhead,Fairly,24.099,53.1014102564102,23.0878937728937,1.32565017927934,1076.64402264402,254.0,228.0,57.190476,60.0,Grow_3
Butterhead,Fairly,24.1,60.2588919413919,23.0874389499389,1.12241378475517,1069.37812187812,254.0,228.0,56.952381,60.0,Grow_3
Butterhead,Fairly,24.101,68.2736843711843,22.5572954822954,0.867985543378804,1203.96095571095,254.0,228.0,57.190476,60.0,Grow_4
Butterhead,Fairly,24.11,65.1694102564102,23.2606217948717,0.994573419990165,1071.57202797202,254.0,228.0,53.7,59.9,Grow_1
Butterhead,Fairly,24.135,67.0628739316239,22.9094444444444,0.920492833325921,1107.0,254.0,219.666667,36.0,46.666667,Grow_5
Butterhead,Fairly,24.141,66.4469352869353,23.4109706959706,0.966767209119359,1087.84121434121,254.0,228.0,57.0,60.0,Grow_4
Butterhead,Fairly,24.142,66.8302472527472,22.1516514041514,0.887070695053879,1019.78896103896,254.0,228.0,57.0,60.0,Grow_3
Butterhead,Fairly,24.145,64.5200274725274,24.6862362637362,1.1042806188393,1035.95632145632,254.0,228.0,56.952381,60.0,Grow_2
Butterhead,Fairly,24.147,60.3635239973701,22.0891190006574,1.05397524892773,1058.18639053254,254.0,228.0,55.076923,59.769231,Grow_1
Butterhead,Fairly,24.151,64.8493315018315,22.274655067155,0.946349033692227,1153.76787101787,254.0,228.0,57.190476,60.0,Grow_2
Butterhead,Fairly,24.16,52.7695909645909,22.6881776556776,1.3187289053715,1121.66304464766,254.0,228.0,54.692308,57.307692,Grow_5
Curly Iceberg,Cristabel,24.17,71.4483333333333,22.2563888888888,0.767850834477089,1112.04059829059,254.0,228.0,49.333333,46.0,Grow_5
Butterhead,Fairly,24.192,68.1230769230769,21.5007692307692,0.817496577961595,1242.90909090909,254.0,228.0,20.0,29.75,Grow_5
Butterhead,Fairly,24.197,68.3399145299145,21.0707264957264,0.791222385138589,1018.30891330891,254.0,228.0,57.190476,60.0,Grow_3
Butterhead,Fairly,24.205,58.4611089743589,23.2234102564102,1.18303980119001,1082.29653263403,254.0,228.0,59.8,60.0,Grow_4
Butterhead,Fairly,24.211,67.7518414918415,24.090606060606,0.969994634718325,1039.90588578088,254.0,228.0,56.909091,60.0,Grow_1
Curly Iceberg,Cristabel,24.212,71.5187309218559,22.8505093864468,0.793723542345053,1096.02653943278,254.0,223.375,57.083333,59.791667,Grow_5
Butterhead,Fairly,24.219,63.3076312576312,22.769017094017,1.01685920637383,1029.71681096681,254.0,228.0,57.190476,60.0,Grow_3
Butterhead,Fairly,24.234,62.7342506105006,22.5644429181929,1.01994902717071,1090.30158730158,254.0,228.0,56.952381,60.0,Grow_4
Butterhead,Fairly,24.236,62.7809279609279,22.5477981277981,1.01763254001027,1024.43803418803,254.0,228.0,52.777778,59.555556,Grow_3
Curly Iceberg,Cristabel,24.247,54.088733003108,22.276595522533,1.23456161586815,1100.15326340326,254.0,223.375,57.416667,60.0,Grow_4
Curly Iceberg,Cristabel,24.248,65.7,22.5866666666666,0.939807334132793,1024.83333333333,254.0,228.0,60.0,55.0,Grow_3
Curly Iceberg,Cristabel,24.262,65.5965918803418,23.2859524572649,0.983555296843291,1072.43648018648,254.0,223.375,56.958333,59.666667,Grow_1
Butterhead,Fairly,24.268,58.6497097902098,22.2876946386946,1.11344574797851,1131.31136363636,254.0,228.0,47.0,53.8,Grow_5
Butterhead,Fairly,24.27,70.387094017094,21.9806257631257,0.783105911076376,1210.79376179376,254.0,228.0,57.190476,60.0,Grow_4
Curly Iceberg,Cristabel,24.271,64.9380555555555,22.1320299145299,0.936230930322198,1143.25466200466,254.0,223.375,57.458333,60.0,Grow_2
Butterhead,Fairly,24.273,63.9171282051282,23.4704871794871,1.04386565311219,1056.7,254.0,228.0,48.4,59.0,Grow_1
Curly Iceberg,Cristabel,24.296,64.9810844017094,23.0001121794871,0.984403311022723,1083.36681235431,254.0,223.375,57.458333,60.0,Grow_3
Curly Iceberg,Cristabel,24.318,65.0231971153846,23.1087339743589,0.9897075733032,1088.9375,254.0,214.125,51.75,59.875,Grow_1
Curly Iceberg,Cristabel,24.318,62.7186111111111,22.9977777777777,1.0478258454213,1092.55555555555,254.0,228.0,43.333333,60.0,Grow_3
Curly Iceberg,Cristabel,24.322,56.7444444444444,24.5830555555555,1.33816366753356,1112.04059829059,254.0,228.0,51.0,46.0,Grow_5
Curly Iceberg,Cristabel,24.335,67.1890890688259,23.6956443994601,0.962444996089531,1077.79824561403,254.0,222.157895,56.526316,59.894737,Grow_1
Curly Iceberg,Cristabel,24.337,65.8452884615384,23.7783199786324,1.00767934520299,1040.56883741258,254.0,223.375,57.416667,60.0,Grow_2
Butterhead,Fairly,24.352,62.8643223443223,23.2199191086691,1.0577494430338,1038.08644133644,254.0,228.0,56.952381,60.0,Grow_2
Curly Iceberg,Cristabel,24.362,57.2705261752136,22.764954594017,1.18463726722278,1137.23040501165,254.0,223.375,57.416667,60.0,Grow_1
Curly Iceberg,Cristabel,24.364,64.6093028846153,21.7929059829059,0.924538438337886,1199.42550019425,254.0,223.375,57.458333,59.958333,Grow_5
Curly Iceberg,Cristabel,24.369,62.3876474358974,21.8588429487179,0.986725757329994,1198.62135780885,254.0,222.45,55.6,58.8,Grow_5
Curly Iceberg,Cristabel,24.371,55.9869474969474,22.5323962148962,1.20263145216436,1091.2435064935,254.0,222.714286,59.619048,60.0,Grow_5
Curly Iceberg,Cristabel,24.372,65.061452991453,22.7740518162393,0.96833680532051,1036.56776903651,254.0,223.375,57.458333,60.0,Grow_3
Curly Iceberg,Cristabel,24.373,62.3270833333333,23.0125,1.0591975618058,1101.16666666666,254.0,228.0,20.0,60.0,Grow_3
Curly Iceberg,Cristabel,24.374,72.9664464882943,22.1091053511705,0.719976620066143,1121.74474004256,254.0,223.173913,59.913043,60.0,Grow_5
Curly Iceberg,Cristabel,24.382,62.7810649766899,22.6656097027972,1.02852173964375,1137.47756410256,254.0,214.125,52.25,59.875,Grow_1
Curly Iceberg,Cristabel,24.39,66.4741491841491,23.0722989510489,0.948505792435192,1119.53542593769,254.0,222.954545,58.136364,60.0,Grow_2
Curly Iceberg,Cristabel,24.391,65.663326585695,22.3897435897435,0.929790066213163,1093.63430867378,254.0,228.0,56.789474,60.0,Grow_3
Butterhead,Fairly,24.397,66.5131959706959,21.9125793650793,0.881366871365746,1011.62379287379,254.0,228.0,57.190476,60.0,Grow_3
Butterhead,Fairly,24.398,64.7284581646423,23.0838326585695,0.997191607864261,1096.71212121212,254.0,228.0,59.894737,60.0,Grow_5
Curly Iceberg,Cristabel,24.399,62.4896207264957,22.9165144230769,1.04887962057657,1174.03877719502,254.0,223.375,57.458333,60.0,Grow_4
Curly Iceberg,Cristabel,24.413,62.2460550213675,22.37078258547,1.02124531474697,1033.15712412587,254.0,223.375,57.458333,60.0,Grow_2
Butterhead,Fairly,24.415,67.5953703703703,22.8160826210826,0.901731953973386,1098.28418803418,254.0,228.0,52.888889,59.888889,Grow_2
Curly Iceberg,Cristabel,24.416,55.5571794871794,21.8972202797202,1.16751499970461,1089.48606696333,254.0,215.636364,50.545455,52.727273,Grow_5
Curly Iceberg,Cristabel,24.418,65.1969444444444,22.6234214743589,0.956297843849103,1083.20170454545,254.0,223.375,57.416667,60.0,Grow_3
Curly Iceberg,Cristabel,24.429,62.3075,22.8172222222222,1.04777709971597,1184.94444444444,254.0,228.0,44.0,60.0,Grow_4
Curly Iceberg,Cristabel,24.433,67.147938034188,23.3578766025641,0.944090784781699,1100.15326340326,254.0,223.375,57.416667,60.0,Grow_4
